model,variant,crossover,mutation,selection,coverage_lambda,parsimony_mu,pop_size,cx_prob,max_budget,converged_at,n_paths,total_conditions,train_precision,train_recall,train_f1,train_alert_rate,val_precision,val_recall,val_f1,val_alert_rate,test_precision,test_recall,test_f1,test_alert_rate,best_rule_str
NSGA-II,pop76_cx0.3,,,,,,76.0,0.3,80.0,80.0,4.0,26.0,0.7268588770864947,0.46731707317073173,0.5688836104513064,0.003138095238095238,0.7792207792207793,0.48582995951417,0.5985037406483791,0.0034222222222222223,0.7054794520547946,0.4517543859649123,0.5508021390374331,0.0032444444444444443,"  Rule 1: Days_Since_Last_Address_Change < 484.0000  AND  Transaction_Hour < 9.0000  AND  Transactions_Last_24h > 3.0000  AND  Device_Risk_Score_bin > 5  AND  IP_Risk_Score > 28.1000  AND  Credit_Limit_Utilization >= 0.3370
  Rule 2: Session_Duration < 199.9000  AND  Transaction_Hour <= 17.0000  AND  Account_Age_Days < 191.0000  AND  Credit_Limit_Utilization >= 0.4150  AND  Geo_Location_Risk > 42.1000  AND  Days_Since_Last_Address_Change < 884.0000
  Rule 3: Account_Age_Days > 831.0000  AND  Days_Since_Last_Address_Change < 484.0000  AND  Transactions_Last_24h >= 3.0000  AND  Time_Since_Last_Transaction < 15.1100  AND  Device_Risk_Score_bin > 5  AND  IP_Risk_Score > 28.1000  AND  Credit_Limit_Utilization >= 0.5900  AND  Email_Domain_Age_Days <= 2854.0000
  Rule 4: Session_Duration < 199.9000  AND  Transaction_Hour <= 20.0000  AND  Days_Since_Last_Address_Change < 466.0000  AND  Account_Age_Days < 191.0000  AND  Transactions_Last_7d > 11.0000  AND  Device_Risk_Score_bin >= 6"
NSGA-II,pop76_cx0.4,,,,,,76.0,0.4,80.0,80.0,4.0,23.0,0.6870026525198939,0.5053658536585366,0.5823496346261945,0.0035904761904761904,0.7692307692307693,0.5263157894736842,0.625,0.0037555555555555554,0.672514619883041,0.5043859649122807,0.5764411027568922,0.0038,"  Rule 1: Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Transaction_Hour < 17.0000  AND  Account_Age_Days <= 1002.0000  AND  Transactions_Last_7d >= 10.0000
  Rule 2: Session_Duration <= 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Transaction_Hour < 17.0000  AND  Account_Age_Days <= 1002.0000
  Rule 3: Time_Since_Last_Transaction <= 4.2490  AND  Account_Age_Days < 1249.0000  AND  Email_Domain_Age_Days < 1590.0000  AND  Credit_Limit_Utilization > 0.7050
  Rule 4: Device_Risk_Score_bin > 7  AND  Geo_Location_Risk >= 42.1000  AND  Session_Duration < 133.9000  AND  Account_Age_Days <= 1076.0000"
NSGA-II,pop76_cx0.5,,,,,,76.0,0.5,80.0,80.0,5.0,31.0,0.6083418107833164,0.5834146341463414,0.5956175298804781,0.004680952380952381,0.6923076923076923,0.6558704453441295,0.6735966735966736,0.0052,0.6390243902439025,0.5745614035087719,0.605080831408776,0.004555555555555556,"  Rule 1: Time_Since_Last_Transaction <= 4.2490  AND  Transactions_Last_7d >= 19.0000  AND  Geo_Location_Risk >= 11.4000  AND  Failed_Login_Count > 0.0000  AND  Transaction_Hour < 6.0000
  Rule 2: Session_Duration < 115.8000  AND  Days_Since_Last_Address_Change < 449.0000  AND  Account_Age_Days < 191.0000
  Rule 3: IP_Risk_Score >= 14.1000  AND  Device_Risk_Score_bin >= 8  AND  Days_Since_Last_Address_Change < 449.0000  AND  Session_Duration < 167.0000  AND  Failed_Login_Count >= 0.0000  AND  Email_Domain_Age_Days <= 1684.0000  AND  Transaction_Hour < 19.0000  AND  Transactions_Last_7d >= 9.0000
  Rule 4: IP_Risk_Score >= 14.1000  AND  Device_Risk_Score_bin >= 8  AND  Session_Duration < 167.0000  AND  Failed_Login_Count >= 0.0000  AND  Email_Domain_Age_Days <= 1684.0000  AND  Transaction_Hour < 19.0000  AND  Account_Age_Days < 865.0000  AND  Transactions_Last_7d >= 13.0000  AND  Transactions_Last_24h >= 3.0000
  Rule 5: IP_Risk_Score > 12.7000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Transactions_Last_7d >= 19.0000  AND  Device_Risk_Score_bin > 4  AND  Failed_Login_Count >= 0.0000  AND  Transaction_Hour < 6.0000"
NSGA-II,pop76_cx0.6,,,,,,76.0,0.6,80.0,80.0,3.0,19.0,0.6099210822998873,0.5278048780487805,0.5658995815899581,0.004223809523809524,0.7178217821782178,0.5870445344129555,0.6458797327394209,0.004488888888888889,0.5707547169811321,0.5307017543859649,0.55,0.004711111111111111,"  Rule 1: Session_Duration <= 150.6000  AND  Device_Risk_Score_bin <= 8  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Time_Since_Last_Transaction <= 36.1200  AND  Days_Since_Last_Address_Change < 416.0000  AND  Account_Age_Days <= 1249.0000
  Rule 2: IP_Risk_Score > 12.7000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Email_Domain_Age_Days <= 144.0000  AND  Failed_Login_Count > 0.0000  AND  Credit_Limit_Utilization > 0.1860  AND  Transactions_Last_24h > 1.0000
  Rule 3: Transactions_Last_24h >= 1.0000  AND  Geo_Location_Risk > 32.6000  AND  Account_Age_Days <= 898.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Credit_Limit_Utilization >= 0.2140"
NSGA-II,pop76_cx0.7,,,,,,76.0,0.7,80.0,80.0,7.0,50.0,0.5822368421052632,0.5180487804878049,0.5482705214248839,0.004342857142857143,0.6221198156682027,0.5465587044534413,0.5818965517241379,0.0048222222222222225,0.5627906976744186,0.5307017543859649,0.54627539503386,0.0047777777777777775,"  Rule 1: Device_Risk_Score_bin > 4  AND  Failed_Login_Count >= 2.0000  AND  Email_Domain_Age_Days < 1590.0000  AND  Geo_Location_Risk >= 26.0000  AND  Account_Age_Days > 1301.0000  AND  Time_Since_Last_Transaction <= 27.9600
  Rule 2: Device_Risk_Score_bin > 4  AND  Failed_Login_Count >= 2.0000  AND  Email_Domain_Age_Days < 1590.0000  AND  Geo_Location_Risk >= 26.0000  AND  Account_Age_Days < 1301.0000  AND  Time_Since_Last_Transaction <= 27.9600
  Rule 3: Session_Duration <= 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 0.0000  AND  Time_Since_Last_Transaction <= 29.9600  AND  Days_Since_Last_Address_Change < 416.0000  AND  Account_Age_Days <= 1249.0000
  Rule 4: Session_Duration <= 216.8000  AND  Days_Since_Last_Address_Change <= 416.0000  AND  Email_Domain_Age_Days <= 1783.0000  AND  Transactions_Last_7d > 14.0000  AND  Credit_Limit_Utilization < 0.1860  AND  Transaction_Hour <= 16.0000  AND  Transactions_Last_24h >= 6.0000
  Rule 5: Session_Duration < 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Failed_Login_Count >= 1.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Device_Risk_Score_bin > 6  AND  Account_Age_Days <= 1249.0000
  Rule 6: Session_Duration <= 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Time_Since_Last_Transaction <= 29.9600  AND  Days_Since_Last_Address_Change < 416.0000  AND  Account_Age_Days <= 1249.0000
  Rule 7: Geo_Location_Risk > 8.1000  AND  IP_Risk_Score > 22.0000  AND  Session_Duration <= 299.2000  AND  Device_Risk_Score_bin > 1  AND  Email_Domain_Age_Days <= 1637.0000  AND  Days_Since_Last_Address_Change <= 601.0000  AND  Transactions_Last_24h >= 0.0000  AND  Transactions_Last_7d >= 13.0000  AND  Transaction_Hour <= 3.0000"
NSGA-II,pop76_cx0.8,,,,,,76.0,0.8,80.0,80.0,6.0,37.0,0.5840867992766727,0.6302439024390244,0.6062881276396058,0.005266666666666667,0.6507936507936508,0.6639676113360324,0.657314629258517,0.0056,0.5568627450980392,0.6228070175438597,0.587991718426501,0.005666666666666667,"  Rule 1: Account_Age_Days > 831.0000  AND  Days_Since_Last_Address_Change < 484.0000  AND  Transaction_Hour < 17.0000  AND  Time_Since_Last_Transaction < 15.1100  AND  Device_Risk_Score_bin > 0  AND  IP_Risk_Score > 28.1000  AND  Credit_Limit_Utilization >= 0.5900  AND  Email_Domain_Age_Days <= 1590.0000
  Rule 2: Email_Domain_Age_Days < 1544.0000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Transactions_Last_7d >= 19.0000  AND  Geo_Location_Risk >= 14.3000  AND  Failed_Login_Count > 0.0000
  Rule 3: Failed_Login_Count > 0.0000  AND  Credit_Limit_Utilization >= 0.2650  AND  Account_Age_Days <= 1002.0000  AND  Session_Duration <= 93.8000  AND  Transactions_Last_24h > 3.0000  AND  Time_Since_Last_Transaction < 24.7500
  Rule 4: Days_Since_Last_Address_Change < 484.0000  AND  Transactions_Last_7d > 14.0000  AND  Time_Since_Last_Transaction < 15.1100  AND  Device_Risk_Score_bin > 5  AND  IP_Risk_Score > 28.1000  AND  Credit_Limit_Utilization >= 0.5900
  Rule 5: Account_Age_Days < 831.0000  AND  Days_Since_Last_Address_Change < 484.0000  AND  Transaction_Hour < 17.0000  AND  Time_Since_Last_Transaction < 15.1100  AND  Device_Risk_Score_bin > 5  AND  Transactions_Last_24h >= 2.0000  AND  Credit_Limit_Utilization >= 0.5900
  Rule 6: Transactions_Last_24h >= 1.0000  AND  Geo_Location_Risk > 32.6000  AND  Account_Age_Days <= 898.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Credit_Limit_Utilization >= 0.1190"
NSGA-II,pop100_cx0.3,,,,,,100.0,0.3,80.0,80.0,4.0,24.0,0.6027253668763103,0.5609756097560976,0.5811015664477008,0.004542857142857143,0.6926605504587156,0.611336032388664,0.6494623655913978,0.004844444444444445,0.5752212389380531,0.5701754385964912,0.5726872246696035,0.005022222222222222,"  Rule 1: Session_Duration <= 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 3.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Account_Age_Days <= 1249.0000
  Rule 2: Transaction_Hour <= 14.0000  AND  Transactions_Last_24h > 1.0000  AND  Credit_Limit_Utilization >= 0.2890  AND  Email_Domain_Age_Days < 1590.0000  AND  Geo_Location_Risk > 14.3000  AND  Account_Age_Days <= 898.0000  AND  Time_Since_Last_Transaction < 7.4900
  Rule 3: IP_Risk_Score >= 15.4000  AND  Session_Duration < 216.8000  AND  Transactions_Last_24h > 1.0000  AND  Device_Risk_Score_bin = 8  AND  Geo_Location_Risk > 14.3000  AND  Email_Domain_Age_Days <= 2201.0000  AND  Time_Since_Last_Transaction < 4.2490
  Rule 4: Time_Since_Last_Transaction <= 4.2490  AND  Session_Duration <= 93.8000  AND  Email_Domain_Age_Days <= 144.0000"
NSGA-II,pop100_cx0.4,,,,,,100.0,0.4,80.0,80.0,5.0,30.0,0.5741525423728814,0.5287804878048781,0.5505332656170645,0.0044952380952380955,0.6731707317073171,0.5587044534412956,0.6106194690265486,0.004555555555555556,0.6067961165048543,0.5482456140350878,0.576036866359447,0.004577777777777778,"  Rule 1: Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count < 1.0000  AND  Time_Since_Last_Transaction <= 1.8300  AND  Days_Since_Last_Address_Change < 416.0000  AND  Device_Risk_Score_bin > 6  AND  Account_Age_Days <= 1249.0000
  Rule 2: Account_Age_Days < 191.0000  AND  Email_Domain_Age_Days <= 1783.0000  AND  Days_Since_Last_Address_Change <= 484.0000  AND  Transactions_Last_7d >= 9.0000  AND  Transactions_Last_24h >= 6.0000
  Rule 3: Device_Risk_Score_bin > 6  AND  Account_Age_Days <= 967.0000  AND  Credit_Limit_Utilization >= 0.4460  AND  Failed_Login_Count > 1.0000
  Rule 4: Session_Duration <= 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 3.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Transaction_Hour <= 8.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Account_Age_Days <= 1249.0000
  Rule 5: Account_Age_Days < 191.0000  AND  Email_Domain_Age_Days <= 1783.0000  AND  Days_Since_Last_Address_Change <= 484.0000  AND  Transactions_Last_7d >= 9.0000  AND  Time_Since_Last_Transaction < 11.8800"
NSGA-II,pop100_cx0.5,,,,,,100.0,0.5,80.0,80.0,6.0,39.0,0.6577017114914425,0.5248780487804878,0.5838307107976126,0.0038952380952380953,0.6938775510204082,0.5506072874493927,0.6139954853273137,0.004355555555555555,0.6685714285714286,0.5131578947368421,0.5806451612903226,0.0038888888888888888,"  Rule 1: Days_Since_Last_Address_Change < 484.0000  AND  Time_Since_Last_Transaction < 20.5700  AND  Device_Risk_Score_bin > 5  AND  IP_Risk_Score > 28.1000  AND  Credit_Limit_Utilization >= 0.5900
  Rule 2: Session_Duration <= 216.8000  AND  Days_Since_Last_Address_Change <= 416.0000  AND  Email_Domain_Age_Days <= 1783.0000  AND  Transactions_Last_7d > 14.0000  AND  Credit_Limit_Utilization < 0.1860  AND  Transactions_Last_24h >= 6.0000
  Rule 3: IP_Risk_Score > 12.7000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Transactions_Last_7d >= 9.0000  AND  Geo_Location_Risk >= 14.3000  AND  Failed_Login_Count > 1.0000  AND  Credit_Limit_Utilization >= 0.3870
  Rule 4: Account_Age_Days <= 1002.0000  AND  Failed_Login_Count > 2.0000  AND  Transactions_Last_24h > 6.0000  AND  Session_Duration <= 150.6000
  Rule 5: Geo_Location_Risk > 22.0000  AND  Email_Domain_Age_Days <= 144.0000  AND  Device_Risk_Score_bin > 5  AND  Transaction_Hour < 16.0000  AND  Session_Duration <= 275.7000  AND  Days_Since_Last_Address_Change < 713.0000  AND  Transactions_Last_7d >= 9.0000  AND  Failed_Login_Count > 0.0000
  Rule 6: Time_Since_Last_Transaction <= 21.9000  AND  Geo_Location_Risk >= 8.1000  AND  Device_Risk_Score_bin = 8  AND  IP_Risk_Score > 2.0000  AND  Transaction_Hour <= 14.0000  AND  Days_Since_Last_Address_Change <= 501.0000  AND  Failed_Login_Count > 0.0000  AND  Session_Duration <= 275.7000  AND  Credit_Limit_Utilization <= 0.4150  AND  Email_Domain_Age_Days < 1544.0000"
NSGA-II,pop100_cx0.6,,,,,,100.0,0.6,80.0,80.0,6.0,43.0,0.5877502944640753,0.4868292682926829,0.5325506937033084,0.004042857142857143,0.6893203883495146,0.5748987854251012,0.6269315673289183,0.004577777777777778,0.5824175824175825,0.4649122807017544,0.5170731707317073,0.004044444444444444,"  Rule 1: Transactions_Last_7d > 11.0000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count > 1.0000  AND  Time_Since_Last_Transaction <= 29.9600  AND  Days_Since_Last_Address_Change < 416.0000  AND  Device_Risk_Score_bin <= 6  AND  Account_Age_Days <= 1249.0000
  Rule 2: Session_Duration <= 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Days_Since_Last_Address_Change < 48.0000  AND  Account_Age_Days <= 1249.0000
  Rule 3: Account_Age_Days <= 831.0000  AND  Days_Since_Last_Address_Change < 484.0000  AND  Transaction_Hour < 9.0000  AND  Time_Since_Last_Transaction < 15.1100  AND  Device_Risk_Score_bin > 5  AND  Credit_Limit_Utilization >= 0.1550
  Rule 4: Account_Age_Days <= 831.0000  AND  Days_Since_Last_Address_Change < 416.0000  AND  Session_Duration < 396.7000  AND  Device_Risk_Score_bin > 5  AND  Credit_Limit_Utilization >= 0.3610
  Rule 5: Transactions_Last_24h > 0.0000  AND  Days_Since_Last_Address_Change < 484.0000  AND  Geo_Location_Risk > 9.8000  AND  Time_Since_Last_Transaction < 15.1100  AND  Device_Risk_Score_bin > 5  AND  IP_Risk_Score >= 28.1000  AND  Credit_Limit_Utilization >= 0.5900
  Rule 6: Session_Duration <= 150.6000  AND  Credit_Limit_Utilization > 0.2140  AND  Transactions_Last_24h > 4.0000  AND  IP_Risk_Score > 2.0000  AND  Failed_Login_Count >= 1.0000  AND  Time_Since_Last_Transaction <= 29.9600  AND  Days_Since_Last_Address_Change < 416.0000  AND  Account_Age_Days <= 1249.0000  AND  Transactions_Last_7d >= 12.0000"
NSGA-II,pop100_cx0.7,,,,,,100.0,0.7,80.0,80.0,6.0,42.0,0.5594470046082949,0.5921951219512195,0.5753554502369668,0.005166666666666667,0.6313725490196078,0.6518218623481782,0.6414342629482072,0.005666666666666667,0.616822429906542,0.5789473684210527,0.5972850678733032,0.004755555555555555,"  Rule 1: Failed_Login_Count <= 2.0000  AND  Session_Duration < 60.0000  AND  Days_Since_Last_Address_Change < 48.0000  AND  Transaction_Hour <= 15.0000  AND  Transactions_Last_7d >= 10.0000  AND  Transactions_Last_24h > 1.0000
  Rule 2: Session_Duration <= 275.7000  AND  Email_Domain_Age_Days < 144.0000  AND  IP_Risk_Score > 14.1000  AND  Failed_Login_Count >= 0.0000  AND  Device_Risk_Score_bin >= 8  AND  Account_Age_Days <= 1768.0000  AND  Days_Since_Last_Address_Change <= 432.0000
  Rule 3: Geo_Location_Risk > 12.9000  AND  Session_Duration <= 275.7000  AND  Email_Domain_Age_Days < 2633.0000  AND  IP_Risk_Score > 15.4000  AND  Credit_Limit_Utilization >= 0.4460  AND  Failed_Login_Count >= 2.0000  AND  Device_Risk_Score_bin >= 8  AND  Account_Age_Days <= 1768.0000
  Rule 4: Geo_Location_Risk > 12.9000  AND  Session_Duration <= 275.7000  AND  Email_Domain_Age_Days < 144.0000  AND  IP_Risk_Score > 15.4000  AND  Credit_Limit_Utilization >= 0.4460  AND  Failed_Login_Count >= 0.0000  AND  Device_Risk_Score_bin >= 0  AND  Account_Age_Days <= 1768.0000  AND  Days_Since_Last_Address_Change <= 48.0000
  Rule 5: Failed_Login_Count > 0.0000  AND  Transactions_Last_24h > 3.0000  AND  Email_Domain_Age_Days <= 144.0000  AND  IP_Risk_Score > 22.0000  AND  Transactions_Last_7d >= 9.0000  AND  Credit_Limit_Utilization < 0.4810  AND  Geo_Location_Risk > 32.6000  AND  Account_Age_Days <= 1157.0000
  Rule 6: Transactions_Last_24h > 2.0000  AND  Time_Since_Last_Transaction <= 7.4900  AND  Email_Domain_Age_Days < 144.0000  AND  Credit_Limit_Utilization > 0.3130"
NSGA-II,pop100_cx0.8,,,,,,100.0,0.8,80.0,80.0,5.0,29.0,0.658695652173913,0.5912195121951219,0.6231362467866324,0.004380952380952381,0.7375565610859729,0.659919028340081,0.6965811965811965,0.004911111111111111,0.6884422110552764,0.6008771929824561,0.6416861826697893,0.004422222222222222,"  Rule 1: Failed_Login_Count >= 1.0000  AND  Days_Since_Last_Address_Change < 650.0000  AND  Session_Duration <= 167.0000  AND  Transactions_Last_7d >= 6.0000  AND  Account_Age_Days < 191.0000  AND  Geo_Location_Risk > 23.9000
  Rule 2: IP_Risk_Score > 20.1000  AND  Time_Since_Last_Transaction < 26.2900  AND  Account_Age_Days <= 191.0000  AND  Email_Domain_Age_Days < 1684.0000  AND  Session_Duration <= 216.8000  AND  Failed_Login_Count > 2.0000
  Rule 3: IP_Risk_Score > 20.1000  AND  Transaction_Hour <= 9.0000  AND  Time_Since_Last_Transaction < 26.2900  AND  Transactions_Last_24h > 3.0000  AND  Email_Domain_Age_Days < 1684.0000  AND  Transactions_Last_7d > 14.0000
  Rule 4: Transaction_Hour <= 9.0000  AND  Time_Since_Last_Transaction < 26.2900  AND  Account_Age_Days <= 191.0000  AND  Transactions_Last_24h > 3.0000  AND  Credit_Limit_Utilization > 0.1860  AND  Session_Duration <= 216.8000  AND  Geo_Location_Risk > 32.6000
  Rule 5: Account_Age_Days <= 1610.0000  AND  Days_Since_Last_Address_Change < 48.0000  AND  Email_Domain_Age_Days < 144.0000  AND  Credit_Limit_Utilization >= 0.3870"
NSGA-II,pop152_cx0.3,,,,,,152.0,0.3,80.0,80.0,8.0,35.0,0.5498839907192575,0.6936585365853658,0.6134598792062123,0.0061571428571428576,0.6064516129032258,0.7611336032388664,0.6750448833034112,0.006888888888888889,0.5740072202166066,0.6973684210526315,0.6297029702970297,0.006155555555555556,"  Rule 1: Transactions_Last_7d > 19.0000  AND  Account_Age_Days < 831.0000  AND  Session_Duration <= 60.0000
  Rule 2: Transactions_Last_24h >= 3.0000  AND  Geo_Location_Risk >= 8.1000  AND  Credit_Limit_Utilization > 0.4150  AND  Transaction_Hour <= 7.0000  AND  Transactions_Last_7d > 13.0000  AND  Days_Since_Last_Address_Change <= 432.0000
  Rule 3: Email_Domain_Age_Days <= 1544.0000  AND  Account_Age_Days < 191.0000  AND  Session_Duration <= 60.0000
  Rule 4: Failed_Login_Count >= 2.0000  AND  Days_Since_Last_Address_Change <= 48.0000  AND  Transactions_Last_7d >= 9.0000
  Rule 5: Email_Domain_Age_Days <= 1544.0000  AND  Transactions_Last_7d > 19.0000  AND  Account_Age_Days <= 191.0000  AND  IP_Risk_Score >= 18.4000
  Rule 6: Email_Domain_Age_Days <= 1544.0000  AND  Transactions_Last_24h > 4.0000  AND  Account_Age_Days < 191.0000  AND  Session_Duration <= 299.2000
  Rule 7: Failed_Login_Count >= 2.0000  AND  Days_Since_Last_Address_Change <= 48.0000  AND  Transactions_Last_7d >= 9.0000
  Rule 8: Credit_Limit_Utilization >= 0.2890  AND  Session_Duration < 60.0000  AND  Transactions_Last_7d <= 8.0000  AND  IP_Risk_Score < 14.1000  AND  Geo_Location_Risk < 14.3000  AND  Device_Risk_Score_bin <= 2  AND  Transaction_Hour <= 3.0000  AND  Transactions_Last_24h >= 3.0000  AND  Failed_Login_Count > 0.0000"
NSGA-II,pop152_cx0.4,,,,,,152.0,0.4,80.0,80.0,6.0,36.0,0.7922480620155039,0.49853658536585366,0.6119760479041916,0.0030714285714285713,0.8598726114649682,0.5465587044534413,0.6683168316831684,0.003488888888888889,0.8535031847133758,0.5877192982456141,0.6961038961038961,0.003488888888888889,"  Rule 1: Session_Duration <= 326.4000  AND  Account_Age_Days <= 967.0000  AND  Credit_Limit_Utilization >= 0.5260  AND  Time_Since_Last_Transaction < 7.4900  AND  Geo_Location_Risk >= 42.1000
  Rule 2: IP_Risk_Score < 8.7000  AND  Device_Risk_Score_bin <= 6  AND  Account_Age_Days > 1425.0000  AND  Transactions_Last_24h < 0.0000  AND  Days_Since_Last_Address_Change >= 466.0000  AND  Credit_Limit_Utilization >= 0.4460  AND  Session_Duration < 115.8000
  Rule 3: Transactions_Last_7d > 19.0000  AND  Account_Age_Days < 191.0000  AND  Time_Since_Last_Transaction <= 9.8700  AND  Days_Since_Last_Address_Change <= 484.0000
  Rule 4: Days_Since_Last_Address_Change < 624.0000  AND  IP_Risk_Score >= 16.9000  AND  Session_Duration > 216.8000  AND  Transactions_Last_24h >= 4.0000  AND  Geo_Location_Risk >= 42.1000  AND  Credit_Limit_Utilization >= 0.4150  AND  Email_Domain_Age_Days < 2201.0000  AND  Failed_Login_Count > 0.0000
  Rule 5: Days_Since_Last_Address_Change < 624.0000  AND  IP_Risk_Score >= 16.9000  AND  Session_Duration < 216.8000  AND  Transactions_Last_24h >= 4.0000  AND  Transactions_Last_7d > 10.0000  AND  Geo_Location_Risk >= 42.1000  AND  Email_Domain_Age_Days < 2001.0000  AND  Failed_Login_Count > 0.0000
  Rule 6: Transactions_Last_7d > 19.0000  AND  Account_Age_Days < 191.0000  AND  Time_Since_Last_Transaction <= 36.1200  AND  Transactions_Last_24h >= 6.0000"
NSGA-II,pop152_cx0.5,,,,,,152.0,0.5,80.0,80.0,5.0,24.0,0.7428896473265074,0.6370731707317073,0.6859243697478992,0.004185714285714286,0.8093023255813954,0.7044534412955465,0.7532467532467533,0.0047777777777777775,0.8203592814371258,0.6008771929824561,0.6936708860759494,0.003711111111111111,"  Rule 1: Failed_Login_Count > 2.0000  AND  Account_Age_Days <= 191.0000  AND  Credit_Limit_Utilization >= 0.4460
  Rule 2: Transaction_Hour < 6.0000  AND  Email_Domain_Age_Days <= 144.0000  AND  Transactions_Last_24h > 3.0000  AND  Credit_Limit_Utilization > 0.1550  AND  Session_Duration < 167.0000  AND  Device_Risk_Score_bin >= 8
  Rule 3: Failed_Login_Count > 0.0000  AND  Transactions_Last_24h >= 1.0000  AND  Transaction_Hour <= 11.0000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Email_Domain_Age_Days <= 144.0000
  Rule 4: Days_Since_Last_Address_Change < 416.0000  AND  Account_Age_Days < 191.0000  AND  Geo_Location_Risk >= 22.0000  AND  Session_Duration < 133.9000
  Rule 5: Transactions_Last_7d > 19.0000  AND  Geo_Location_Risk > 32.6000  AND  Time_Since_Last_Transaction <= 15.1100  AND  Days_Since_Last_Address_Change < 416.0000  AND  Credit_Limit_Utilization >= 0.1190  AND  Device_Risk_Score_bin >= 5"
NSGA-II,pop152_cx0.6,,,,,,152.0,0.6,80.0,80.0,6.0,37.0,0.8057065217391305,0.5785365853658536,0.673480976717774,0.0035047619047619046,0.8950276243093923,0.6558704453441295,0.7570093457943925,0.004022222222222222,0.8579881656804734,0.6359649122807017,0.7304785894206549,0.0037555555555555554,"  Rule 1: Failed_Login_Count > 0.0000  AND  Transactions_Last_24h >= 1.0000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Credit_Limit_Utilization >= 0.2400  AND  Days_Since_Last_Address_Change < 519.0000  AND  Session_Duration <= 60.0000  AND  Account_Age_Days <= 898.0000
  Rule 2: Failed_Login_Count > 0.0000  AND  Transactions_Last_24h >= 1.0000  AND  Transaction_Hour < 11.0000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Credit_Limit_Utilization >= 0.5900  AND  Days_Since_Last_Address_Change < 519.0000  AND  Transactions_Last_7d > 8.0000  AND  Email_Domain_Age_Days <= 1732.0000
  Rule 3: Credit_Limit_Utilization >= 0.3130  AND  Days_Since_Last_Address_Change <= 48.0000  AND  IP_Risk_Score >= 24.5000  AND  Device_Risk_Score_bin >= 1  AND  Account_Age_Days < 191.0000
  Rule 4: Failed_Login_Count > 0.0000  AND  Transactions_Last_24h >= 1.0000  AND  Transaction_Hour < 11.0000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Credit_Limit_Utilization >= 0.5900  AND  Days_Since_Last_Address_Change < 519.0000  AND  Transactions_Last_7d > 8.0000  AND  Email_Domain_Age_Days <= 1732.0000
  Rule 5: Email_Domain_Age_Days <= 1544.0000  AND  Transactions_Last_7d > 19.0000  AND  Account_Age_Days < 191.0000  AND  Session_Duration <= 299.2000
  Rule 6: Geo_Location_Risk > 42.1000  AND  Transactions_Last_24h >= 1.0000  AND  Transaction_Hour < 11.0000  AND  Time_Since_Last_Transaction <= 4.2490  AND  Transactions_Last_7d >= 13.0000"
